wr0.hex	-0.96878	0.94774	0.46705	-1.36024	-1.07848	0.37701	-1.40322	1.18278	
wr1.hex	-0.87548	0.45909	0.93401	-1.46293	-1.20626	0.73654	-0.94729	1.08192	
wr10.hex	-0.24003	1.10582	0.60920	-0.84314	-1.20677	0.25134	-1.50327	1.62302	
wr11.hex	-0.88617	1.06581	0.63877	-1.51440	-1.45252	0.65295	-1.20674	0.92396	
wr12.hex	-0.92448	0.66036	0.89724	-1.32411	-0.25152	0.61540	-1.04884	0.54104	
wr13.hex	-1.13005	1.88830	1.13336	-1.46245	-0.96966	1.12659	-0.47557	1.26916	
wr14.hex	-0.70984	1.06367	1.05846	-1.13077	-1.22099	0.96372	-0.90010	0.40784	
wr15.hex	-1.93992	1.42179	1.09732	-0.31262	-0.50909	1.24577	-1.19538	1.03910	
wr16.hex	-0.52849	0.86978	0.57841	-1.40262	-1.52247	1.42699	-1.36770	1.09323	
wr17.hex	-1.57305	1.43391	1.10673	-0.42883	-0.87414	1.29156	-0.32334	0.92301	
wr18.hex	-1.12161	1.22591	0.42824	-2.13406	-1.18574	1.08813	-0.84866	1.28325	
wr19.hex	-1.11672	1.69277	1.27139	-1.28843	-1.70472	1.07971	-1.03786	0.91616	
wr2.hex	-0.89268	1.15246	0.35144	-1.50673	-0.84939	1.18768	-1.21228	1.97205	
wr20.hex	-0.53952	0.86068	0.92485	-1.35387	-0.86989	0.69685	-0.96694	1.02841	
wr21.hex	-1.22097	0.95781	1.01896	-0.59540	-1.31538	1.15012	-1.19503	1.31127	
wr22.hex	-1.02490	0.81474	1.00701	-1.11261	-0.54892	1.19611	-1.50472	0.60318	
wr23.hex	-0.95767	1.03131	0.94410	-1.40516	-1.30484	1.27948	-0.98867	1.68899	
wr24.hex	-0.64268	1.38635	0.82298	-1.18113	-0.05105	1.38267	-0.41034	0.91406	
wr25.hex	-1.01343	0.59187	0.60403	-0.71548	-1.32118	1.02374	-0.13116	0.90618	
wr26.hex	-0.80384	1.51136	1.01576	-1.67004	-0.80661	0.59356	-0.70613	1.49079	
wr27.hex	-0.84073	1.66974	1.07500	-1.25206	-1.08962	0.77156	-0.74872	0.87031	
wr28.hex	-1.19480	1.72975	1.18730	-0.81198	-1.09518	1.50836	-0.60907	1.11812	
wr29.hex	-1.69010	0.80253	0.42541	-1.02349	-0.93521	1.31807	-1.09105	1.13122	
wr3.hex	-1.81925	0.70257	1.11497	-1.36997	-0.99668	0.09023	-0.35752	0.95048	
wr30.hex	-1.19034	0.51555	1.33596	-0.89167	-0.61734	1.23684	-0.88277	0.90570	
wr31.hex	-1.21212	0.91937	0.95575	-1.48268	-1.17130	0.85175	-0.45882	0.98763	
wr32.hex	-0.59150	1.09076	1.02324	-0.44221	-0.91430	1.57837	-0.94272	0.99265	
wr33.hex	-1.17895	0.25560	0.83951	-0.80033	-0.50160	0.95431	-1.28828	0.65927	
wr34.hex	-0.89873	0.97707	0.22343	-1.32180	-0.80178	0.84063	-1.35700	1.10631	
wr35.hex	-0.82476	1.06258	1.29359	-1.38128	-1.04661	0.70182	-0.51982	0.75580	
wr36.hex	-0.78970	0.70390	1.15338	-1.11793	-1.68958	1.22580	-1.55417	1.38140	
wr37.hex	-0.83416	0.83544	1.20946	-0.49618	-0.91591	1.32458	-1.42889	1.08385	
wr38.hex	-0.94412	1.16709	1.10872	-0.73025	-0.49160	0.61895	-1.66221	1.18168	
wr39.hex	-0.34984	0.95363	0.82996	-0.38638	-1.70316	1.24044	-1.66620	1.55781	
wr4.hex	-1.28167	1.10311	1.30704	-0.95563	-1.02551	0.72802	-0.80163	0.61668	
wr5.hex	-0.38638	1.05558	0.74468	-0.53975	-0.83158	0.90773	-1.23334	1.51593	
wr6.hex	-1.71979	1.06942	0.87644	-0.69563	-1.14834	1.08710	-1.05922	1.23930	
wr7.hex	-1.43649	1.50629	1.22848	-1.10804	-0.61170	1.52940	-0.73803	1.05704	
wr8.hex	-0.71051	1.53228	0.84312	-1.29252	-1.27033	0.64837	-0.96228	1.60772	
wr9.hex	-1.09953	0.95339	1.16205	-1.40154	-0.57591	1.41711	-0.71711	0.51288	
