wr0.hex	0.02610	-0.04843	-0.53390	-0.36403	-0.07449	-0.62817	-0.40016	0.19273	
wr1.hex	0.13161	-0.54472	-0.07189	-0.45794	-0.21666	-0.26829	0.04614	0.07528	
wr10.hex	0.76680	0.11718	-0.38507	0.15424	-0.20860	-0.76075	-0.50698	0.62538	
wr11.hex	0.10744	0.07101	-0.35781	-0.52164	-0.45044	-0.35065	-0.20614	-0.08162	
wr12.hex	0.08333	-0.33922	-0.09725	-0.33466	0.75680	-0.38098	-0.05541	-0.45645	
wr13.hex	-0.13075	0.89315	0.14154	-0.46180	0.04128	0.13310	0.52103	0.26456	
wr14.hex	0.28618	0.06359	0.05402	-0.13051	-0.22563	-0.04049	0.10210	-0.59153	
wr15.hex	-0.93511	0.42147	0.10285	0.69428	0.49255	0.25360	-0.19575	0.03741	
wr16.hex	0.47046	-0.12511	-0.41048	-0.39813	-0.52538	0.42897	-0.36666	0.09584	
wr17.hex	-0.57095	0.43539	0.11080	0.57030	0.11846	0.29515	0.68328	-0.08135	
wr18.hex	-0.12670	0.23355	-0.56799	-1.13468	-0.18621	0.08631	0.14518	0.28800	
wr19.hex	-0.11422	0.69792	0.28262	-0.28287	-0.70137	0.08193	-0.03233	-0.08521	
wr2.hex	0.09773	0.15289	-0.64785	-0.50334	0.14878	0.19014	-0.20345	0.96598	
wr20.hex	0.46129	-0.13180	-0.07125	-0.35734	0.14674	-0.29953	0.03647	0.02833	
wr21.hex	-0.22148	-0.04893	0.02473	0.39533	-0.33054	0.15095	-0.19897	0.31183	
wr22.hex	-0.02728	-0.18628	0.00632	-0.10237	0.45097	0.18982	-0.50086	-0.38803	
wr23.hex	0.03510	0.02392	-0.05268	-0.40422	-0.30175	0.28069	0.01426	0.69032	
wr24.hex	0.35644	0.38183	-0.18159	-0.18251	0.94529	0.37584	0.57357	-0.08293	
wr25.hex	-0.01045	-0.41430	-0.38696	0.28482	-0.31443	0.03038	0.86908	-0.08476	
wr26.hex	0.19491	0.51414	0.01539	-0.67297	0.19250	-0.40749	0.29167	0.48252	
wr27.hex	0.16346	0.67180	0.07212	-0.25773	-0.07618	-0.22202	0.25074	-0.11859	
wr28.hex	-0.20160	0.72980	0.18742	0.18361	-0.09471	0.51404	0.38597	0.11834	
wr29.hex	-0.69843	-0.19887	-0.57240	-0.01771	0.07096	0.32027	-0.09159	0.13389	
wr3.hex	-0.81833	-0.29079	0.11280	-0.37339	0.00123	-0.90990	0.64637	-0.04905	
wr30.hex	-0.19600	-0.48701	0.33727	0.11572	0.37798	0.23343	0.11881	-0.09430	
wr31.hex	-0.20304	-0.08132	-0.05554	-0.48763	-0.17591	-0.14968	0.53685	-0.00355	
wr32.hex	0.40441	0.07832	0.02800	0.56206	0.07741	0.58017	0.05663	-0.01081	
wr33.hex	-0.18754	-0.75005	-0.16610	0.19218	0.49980	-0.03350	-0.28856	-0.34110	
wr34.hex	0.09483	-0.01911	-0.77961	-0.31550	0.19272	-0.16244	-0.36128	0.10778	
wr35.hex	0.16108	0.06979	0.30135	-0.37157	-0.06194	-0.29509	0.48404	-0.23761	
wr36.hex	0.21620	-0.29073	0.14895	-0.11645	-0.69639	0.23010	-0.55868	0.37417	
wr37.hex	0.15701	-0.15691	0.21437	0.51190	0.08606	0.32246	-0.42859	0.08628	
wr38.hex	0.05196	0.15789	0.10329	0.27115	0.50549	-0.37901	-0.66008	0.18554	
wr39.hex	0.64707	-0.04821	-0.17128	0.60688	-0.70514	0.24275	-0.66314	0.55595	
wr4.hex	-0.28624	0.10288	0.30659	0.03400	-0.02546	-0.26753	0.19943	-0.37564	
wr5.hex	0.61086	0.06777	-0.25866	0.45862	0.16677	-0.08826	-0.22272	0.52151	
wr6.hex	-0.73273	0.06949	-0.13490	0.30934	-0.15401	0.09123	-0.06377	0.22891	
wr7.hex	-0.44726	0.50935	0.22576	-0.11343	0.38585	0.52415	0.25503	0.05820	
wr8.hex	0.28575	0.52989	-0.14756	-0.28851	-0.26469	-0.34840	0.04138	0.60016	
wr9.hex	-0.09672	-0.04449	0.15388	-0.40030	0.42577	0.42113	0.27789	-0.49274	
