data\girl512.BMP	-0.31599	-0.26302	-0.29470	-0.22065	-0.15371	-0.35943	-0.25296	-0.22575	-0.35247	-0.48279	-0.29027	-0.30306	0.99818	
data\hat.BMP	-0.32579	-0.26678	-0.30376	-0.22160	-0.13604	-0.36657	-0.24164	-0.22695	-0.35553	-0.47485	-0.29509	-0.29969	0.99803	
data\house.png	-0.32322	-0.26243	-0.27843	-0.21942	-0.16212	-0.36702	-0.22922	-0.21689	-0.37263	-0.46518	-0.28970	-0.30142	0.99048	
data\lake.tiff	-0.31447	-0.27835	-0.34378	-0.21100	-0.10738	-0.34734	-0.24895	-0.23116	-0.35549	-0.50706	-0.26262	-0.27874	0.99010	
data\lax.tiff	-0.31995	-0.25371	-0.31908	-0.24087	-0.11435	-0.34620	-0.24970	-0.26069	-0.34442	-0.49146	-0.28946	-0.26955	0.99382	
data\lena256.bmp	-0.33307	-0.27981	-0.31816	-0.19409	-0.11805	-0.34730	-0.25586	-0.24007	-0.36243	-0.49343	-0.25985	-0.27691	0.98803	
data\lena512.bmp	-0.31462	-0.27459	-0.31104	-0.21868	-0.11452	-0.36173	-0.24649	-0.23585	-0.35905	-0.48372	-0.29566	-0.29556	0.99725	
data\loco.BMP	-0.32914	-0.25548	-0.28701	-0.20073	-0.17263	-0.35624	-0.24749	-0.21222	-0.36571	-0.46267	-0.29801	-0.29901	0.99010	
data\man.tiff	-0.32501	-0.27132	-0.32033	-0.20940	-0.11902	-0.36409	-0.22695	-0.23633	-0.37813	-0.47973	-0.29255	-0.28272	0.99556	
data\martha.BMP	-0.29778	-0.29464	-0.34114	-0.18987	-0.07224	-0.30852	-0.29308	-0.20181	-0.33493	-0.50148	-0.31695	-0.29873	0.98011	
data\milkdrop.tiff	-0.32266	-0.27214	-0.32871	-0.22447	-0.10786	-0.34532	-0.25500	-0.23743	-0.32816	-0.50052	-0.26314	-0.29284	0.98780	
data\peppers.bmp	-0.30597	-0.28433	-0.32864	-0.21228	-0.14700	-0.33518	-0.25842	-0.21278	-0.34803	-0.50587	-0.25226	-0.28527	0.98717	
data\reagan.BMP	-0.31840	-0.26864	-0.31338	-0.21439	-0.13549	-0.35087	-0.25577	-0.22441	-0.35824	-0.48197	-0.29852	-0.29485	0.99822	
data\woman1.tiff	-0.30981	-0.29361	-0.32629	-0.23100	-0.08171	-0.31942	-0.25423	-0.22691	-0.30781	-0.50443	-0.20363	-0.29986	0.95385	
data\woman2.tiff	-0.31748	-0.27176	-0.32196	-0.21511	-0.11874	-0.34952	-0.25772	-0.23589	-0.35342	-0.49792	-0.28949	-0.28832	0.99890	
