wrm0_hamming_11.gif	-1.25331	-0.94047	-1.03572	-0.84104	-0.61038	-1.36974	-0.81002	-1.05404	-1.37204	-1.64824	-1.05457	-0.96041	0.97743	
wrm0_hamming_19.gif	-1.09274	-0.91942	-1.04657	-0.73120	-0.46554	-1.13438	-0.87990	-0.79946	-1.15711	-1.54007	-1.07944	-0.97587	0.99074	
wrm0_hamming_8.gif	-1.10021	-0.92253	-1.07530	-0.70133	-0.44915	-1.12333	-0.98257	-0.75968	-1.09619	-1.62681	-1.11479	-0.99250	0.99047	
wrm0_hamming_9.gif	-1.08197	-0.96615	-1.10127	-0.62900	-0.39549	-1.09154	-0.89139	-0.76397	-1.14612	-1.59252	-1.11382	-0.98810	0.99016	
wrm0_hamming_airplaneGray.bmp	-1.12403	-1.03908	-1.04955	-0.78495	-0.42040	-1.16135	-0.93429	-0.78409	-1.17609	-1.68991	-0.94706	-1.00978	0.98528	
wrm0_hamming_baboon.BMP	-1.11246	-1.01560	-1.06884	-0.82984	-0.31478	-1.22768	-0.84207	-0.73857	-1.26558	-1.55051	-1.04436	-1.07299	0.97274	
wrm0_hamming_bank.BMP	-1.06408	-0.98437	-1.06499	-0.69639	-0.37941	-1.11347	-0.94361	-0.86553	-1.23081	-1.73463	-1.01087	-0.88719	0.98571	
wrm0_hamming_bank1.BMP	-1.07929	-1.11663	-1.07884	-0.72709	-0.67165	-0.86549	-1.13337	-0.87788	-1.06224	-1.94526	-0.78389	-0.75917	0.92451	
wrm0_hamming_barbara.png	-1.16516	-0.99605	-1.03590	-0.76893	-0.50081	-1.13462	-0.94820	-0.80698	-1.20631	-1.70087	-1.05024	-1.01350	0.99329	
wrm0_hamming_boat.BMP	-1.10589	-0.99259	-0.99403	-0.74019	-0.47748	-1.11803	-0.94550	-0.78917	-1.16545	-1.66075	-1.08212	-1.02729	0.99589	
wrm0_hamming_boat.png	-1.08386	-1.00061	-1.01497	-0.70664	-0.46273	-1.11326	-0.96837	-0.73528	-1.16885	-1.63122	-1.10308	-1.01470	0.99377	
wrm0_hamming_brain.BMP	-0.93041	-0.90921	-0.86523	-0.67998	-0.44065	-1.01953	-0.83984	-0.78184	-1.15145	-1.40964	-0.86428	-0.81728	0.98986	
wrm0_hamming_brain1.BMP	-0.93446	-0.86921	-0.82070	-0.59061	-0.48905	-0.98879	-0.82608	-0.82298	-1.09123	-1.36129	-1.00127	-0.97893	0.97041	
wrm0_hamming_bridge.tiff	-1.18308	-1.02346	-0.96522	-0.76429	-0.55989	-1.29577	-0.76295	-0.80298	-1.36019	-1.54697	-1.09406	-1.05851	0.97633	
wrm0_hamming_cman.BMP	-1.13798	-0.99564	-1.01330	-0.75181	-0.55799	-1.25441	-0.90218	-0.81414	-1.29839	-1.64758	-1.03407	-0.95662	0.99106	
wrm0_hamming_cman1.BMP	-1.10750	-0.88128	-0.95059	-0.79495	-0.62990	-1.29681	-0.85814	-0.77478	-1.23582	-1.78134	-0.95257	-1.03810	0.98631	
wrm0_hamming_columbia.tiff	-1.10591	-1.00754	-1.07095	-0.73946	-0.35940	-1.17128	-0.92368	-0.82830	-1.23613	-1.69357	-1.07305	-1.00619	0.98149	
wrm0_hamming_couple.bmp	-1.08845	-1.01584	-1.06131	-0.76041	-0.42250	-1.08494	-0.93450	-0.81207	-1.12781	-1.69431	-1.05360	-0.94109	0.99271	
wrm0_hamming_crowd.BMP	-1.20088	-1.06753	-1.00439	-0.78003	-0.59395	-1.26322	-0.90226	-0.80686	-1.25007	-1.60641	-1.06101	-1.05141	0.98730	
wrm0_hamming_face.BMP	-1.12815	-0.98264	-0.97886	-0.74302	-0.57852	-1.21072	-0.91129	-0.75816	-1.27076	-1.64000	-1.06231	-0.96457	0.99443	
wrm0_hamming_face1.BMP	-1.10428	-1.01219	-1.01096	-0.77183	-0.53098	-1.09386	-0.86791	-0.78784	-1.22054	-1.65355	-1.07843	-1.06322	0.99168	
wrm0_hamming_Fig0222(c)(crowd).tif	-1.13761	-0.94849	-0.95958	-0.76371	-0.56197	-1.21678	-0.93291	-0.81192	-1.22262	-1.65196	-1.05252	-1.02673	0.99301	
wrm0_hamming_fingerprint.png	-1.10780	-0.94567	-1.03126	-0.75159	-0.49617	-1.19515	-0.92708	-0.81144	-1.21233	-1.65683	-1.09393	-0.95997	0.99521	
wrm0_hamming_flinstones.png	-1.01568	-0.94022	-0.89430	-0.66169	-0.34468	-1.03946	-0.87206	-0.73977	-1.10437	-1.50749	-0.91547	-0.93458	0.98802	
